scenario,time_sec,iops,in_steady_tail
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.550,43240.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.600,45440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.650,44120.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.701,43820.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.750,43856.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.800,42200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.850,40320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.900,38260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,18.950,42360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.000,42720.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.050,44780.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.100,42600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.151,43620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.200,43713.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.250,43060.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.300,42740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.350,43260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.400,42260.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.450,43480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.500,42960.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.550,42280.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.600,42120.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.650,42500.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.700,43980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.750,45340.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.800,44020.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.850,37600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.900,39528.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,19.950,35480.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.000,42200.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.050,41580.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.100,40740.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.150,42560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.200,38320.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.250,40560.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.300,43340.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.350,44440.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.400,45180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.450,44794.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.500,41620.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.550,41920.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.600,44240.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.650,44000.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.700,44000.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.750,43700.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.800,42600.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.850,44360.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.900,42300.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,20.950,42980.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.000,44180.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.050,43660.000,0
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.100,44980.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.150,44520.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.200,43100.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.250,43100.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.300,43680.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.350,42284.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.400,42360.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.450,42240.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.500,43660.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.550,42460.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.600,43260.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.650,42880.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.700,41960.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.750,43360.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.800,42600.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.850,43200.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.900,39324.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,21.950,39760.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.000,41080.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.050,35780.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.100,43560.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.150,43040.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.200,43560.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.250,41720.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.300,42880.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.350,41760.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.400,44160.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.450,41760.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.501,42700.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.550,43304.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.600,41920.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.650,43880.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.700,44740.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.750,44420.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.800,42780.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.850,41860.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.900,43100.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,22.950,43940.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.000,43800.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.050,44340.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.100,41920.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.150,42380.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.200,43840.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.251,45360.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.300,43060.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.350,44380.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.400,42960.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.450,41420.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.500,35020.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.550,39960.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.600,39300.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.651,41640.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.700,40794.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.750,42140.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.800,38080.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.850,37180.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.900,35560.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,23.950,34320.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.000,38160.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.052,40094.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.102,42580.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.152,42940.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.203,40140.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.253,41580.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.303,43380.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.353,43160.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.403,43360.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.453,39520.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.503,40400.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.553,41180.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.603,41920.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.654,41740.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.704,41580.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.754,42680.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.804,43520.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.854,42960.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.904,40780.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,24.954,41020.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.004,41740.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.055,43300.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.105,43760.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.155,41480.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.205,42280.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.255,43140.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.305,45020.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.355,43280.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.405,44260.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.455,44280.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.506,42120.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.556,40000.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.607,45460.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.657,39820.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.710,42152.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.760,43580.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.810,40840.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.860,42540.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.910,41220.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,25.960,41720.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.011,41980.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.061,41760.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.111,41360.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.161,43700.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.211,40880.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.262,41120.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.312,41700.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.362,43700.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.412,43280.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.462,39660.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.512,41820.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.562,41000.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.612,43100.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.662,42040.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.713,42400.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.763,43980.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.813,42420.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.863,43260.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.913,39040.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,26.963,38940.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.014,39180.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.064,41700.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.114,43180.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.164,42980.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.214,40860.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.264,41300.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.314,41920.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.364,43100.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.415,41640.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.466,42920.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.516,42600.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.566,42640.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.616,44200.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.666,44460.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.716,43760.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.766,43800.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.816,43560.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.867,41880.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.917,42460.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,27.967,43000.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.017,44320.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.067,44500.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.117,38700.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.167,39120.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.217,43580.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.267,42700.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.318,42180.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.368,42960.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.418,44520.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.468,43500.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.518,42680.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.568,43840.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.619,41820.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.669,40800.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.719,39440.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.769,43040.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.819,41720.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.869,35540.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.920,36240.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,28.970,38540.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.021,43077.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.071,43840.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.121,43060.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.172,44060.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.222,43120.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.272,42440.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.322,37600.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.372,42760.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.422,44260.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.472,38020.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.522,38840.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.573,43900.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.623,43780.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.673,42500.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.723,41300.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.773,42540.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.823,40740.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.873,42640.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.924,38480.000,1
Job4-Depth64-L2P_in_HMB-WB_Disabled,29.974,39980.000,1
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.145,218228.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.195,235820.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.245,217380.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.295,212180.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.346,203100.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.395,195366.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.445,209560.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.495,224980.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.545,224500.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.595,224300.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.644,250202.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.695,211020.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.745,224200.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.795,231940.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.845,225800.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.895,235660.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.945,222260.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,0.995,218780.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.045,198760.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.095,193280.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.145,188875.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.195,159560.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.245,115060.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.295,48780.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.345,55420.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.395,56814.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.445,57760.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.495,56380.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.545,57040.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.595,56960.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.644,50611.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.694,55800.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.745,47640.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.795,53340.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.845,57380.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.894,52692.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.945,58420.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,1.995,60440.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.045,54720.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.095,60180.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.145,52740.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.195,59860.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.245,57720.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.295,58080.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.346,56020.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.395,57692.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.445,54340.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.495,50820.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.545,53720.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.596,56540.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.645,52815.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.695,50840.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.745,56600.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.795,55540.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.845,53240.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.895,46692.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.945,45400.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,2.995,53620.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.045,44140.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.096,43240.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.145,42774.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.195,56720.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.246,62480.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.296,61240.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.346,61060.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.395,58468.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.445,56940.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.495,55780.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.546,59440.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.596,57140.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.646,56300.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.697,55940.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.747,54040.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.797,61100.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.848,54540.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.898,49240.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.948,56080.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,3.998,54220.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.048,57480.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.099,56360.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.149,58200.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.199,52760.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.249,57320.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.299,54820.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.349,59980.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.400,56920.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.450,58140.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.500,54200.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.550,55780.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.600,57960.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.650,57980.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.700,58400.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.750,53300.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.800,52120.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.850,57896.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.900,52260.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,4.950,58200.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.000,56660.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.050,58480.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.100,58640.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.150,59820.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.200,52760.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.250,45875.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.300,49880.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.350,50700.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.400,55855.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.450,46920.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.500,49840.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.550,54480.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.600,57880.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.650,56325.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.700,51360.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.750,53240.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.800,55580.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.850,55280.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.900,53760.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,5.950,58680.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.000,54780.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.049,59263.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.100,56340.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.150,61040.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.200,55740.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.250,58500.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.300,59120.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.350,58680.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.400,60360.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.450,60020.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.500,54120.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.550,58280.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.600,53305.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.650,55480.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.700,51960.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.750,56360.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.800,57780.000,0
Job4-Depth64-L2P_in_DRAM-WB_Enabled,6.850,54060.000,0
